"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Drug/Alcohol Induced Cause"	"Drug/Alcohol Induced Cause Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Pennsylvania"	"42"	"2005"	"2005"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	63	12449990	0.51	0.52
	"Pennsylvania"	"42"	"2005"	"2005"	"All other drug-induced causes"	"D9"	67	12449990	0.54	0.52
	"Pennsylvania"	"42"	"2005"	"2005"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	12	12449990	Unreliable	Unreliable
	"Pennsylvania"	"42"	"2005"	"2005"	"All other alcohol-induced causes"	"A9"	478	12449990	3.84	3.46
	"Pennsylvania"	"42"	"2006"	"2006"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1385	12510809	11.07	11.46
	"Pennsylvania"	"42"	"2006"	"2006"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	153	12510809	1.22	1.22
	"Pennsylvania"	"42"	"2006"	"2006"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	12510809	Suppressed	Suppressed
	"Pennsylvania"	"42"	"2006"	"2006"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	92	12510809	0.74	0.74
	"Pennsylvania"	"42"	"2006"	"2006"	"All other drug-induced causes"	"D9"	196	12510809	1.57	1.36
	"Pennsylvania"	"42"	"2006"	"2006"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	12510809	Suppressed	Suppressed
	"Pennsylvania"	"42"	"2006"	"2006"	"All other alcohol-induced causes"	"A9"	495	12510809	3.96	3.50
	"Pennsylvania"	"42"	"2007"	"2007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1469	12563937	11.69	11.84
	"Pennsylvania"	"42"	"2007"	"2007"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	169	12563937	1.35	1.25
	"Pennsylvania"	"42"	"2007"	"2007"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	12563937	Suppressed	Suppressed
	"Pennsylvania"	"42"	"2007"	"2007"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	92	12563937	0.73	0.74
	"Pennsylvania"	"42"	"2007"	"2007"	"All other drug-induced causes"	"D9"	79	12563937	0.63	0.58
	"Pennsylvania"	"42"	"2007"	"2007"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	54	12563937	0.43	0.44
	"Pennsylvania"	"42"	"2007"	"2007"	"All other alcohol-induced causes"	"A9"	494	12563937	3.93	3.45
	"Pennsylvania"	"42"	"2008"	"2008"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1551	12612285	12.30	12.58
	"Pennsylvania"	"42"	"2008"	"2008"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	203	12612285	1.61	1.58
	"Pennsylvania"	"42"	"2008"	"2008"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	12612285	Suppressed	Suppressed
	"Pennsylvania"	"42"	"2008"	"2008"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	89	12612285	0.71	0.70
	"Pennsylvania"	"42"	"2008"	"2008"	"All other drug-induced causes"	"D9"	48	12612285	0.38	0.33
	"Pennsylvania"	"42"	"2008"	"2008"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	68	12612285	0.54	0.51
	"Pennsylvania"	"42"	"2008"	"2008"	"All other alcohol-induced causes"	"A9"	563	12612285	4.46	3.89
	"Pennsylvania"	"42"	"2009"	"2009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1581	12666858	12.48	12.76
	"Pennsylvania"	"42"	"2009"	"2009"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	227	12666858	1.79	1.71
	"Pennsylvania"	"42"	"2009"	"2009"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	12666858	Suppressed	Suppressed
	"Pennsylvania"	"42"	"2009"	"2009"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	96	12666858	0.76	0.75
	"Pennsylvania"	"42"	"2009"	"2009"	"All other drug-induced causes"	"D9"	74	12666858	0.58	0.52
	"Pennsylvania"	"42"	"2009"	"2009"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	71	12666858	0.56	0.55
	"Pennsylvania"	"42"	"2009"	"2009"	"All other alcohol-induced causes"	"A9"	624	12666858	4.93	4.28
	"Pennsylvania"	"42"	"2010"	"2010"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1598	12702379	12.58	12.86
	"Pennsylvania"	"42"	"2010"	"2010"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	218	12702379	1.72	1.66
	"Pennsylvania"	"42"	"2010"	"2010"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	12702379	Suppressed	Suppressed
	"Pennsylvania"	"42"	"2010"	"2010"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	97	12702379	0.76	0.79
	"Pennsylvania"	"42"	"2010"	"2010"	"All other drug-induced causes"	"D9"	64	12702379	0.50	0.45
	"Pennsylvania"	"42"	"2010"	"2010"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	71	12702379	0.56	0.56
	"Pennsylvania"	"42"	"2010"	"2010"	"All other alcohol-induced causes"	"A9"	657	12702379	5.17	4.45
	"Pennsylvania"	"42"	"2011"	"2011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1956	12742886	15.35	15.76
	"Pennsylvania"	"42"	"2011"	"2011"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	219	12742886	1.72	1.66
	"Pennsylvania"	"42"	"2011"	"2011"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	12742886	Suppressed	Suppressed
	"Pennsylvania"	"42"	"2011"	"2011"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	106	12742886	0.83	0.83
	"Pennsylvania"	"42"	"2011"	"2011"	"All other drug-induced causes"	"D9"	53	12742886	0.42	0.38
	"Pennsylvania"	"42"	"2011"	"2011"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	73	12742886	0.57	0.56
	"Pennsylvania"	"42"	"2011"	"2011"	"All other alcohol-induced causes"	"A9"	679	12742886	5.33	4.58
	"Pennsylvania"	"42"	"2012"	"2012"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	2066	12763536	16.19	16.66
	"Pennsylvania"	"42"	"2012"	"2012"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	217	12763536	1.70	1.63
	"Pennsylvania"	"42"	"2012"	"2012"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	12763536	Suppressed	Suppressed
	"Pennsylvania"	"42"	"2012"	"2012"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	74	12763536	0.58	0.61
	"Pennsylvania"	"42"	"2012"	"2012"	"All other drug-induced causes"	"D9"	94	12763536	0.74	0.68
	"Pennsylvania"	"42"	"2012"	"2012"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	65	12763536	0.51	0.45
	"Pennsylvania"	"42"	"2012"	"2012"	"All other alcohol-induced causes"	"A9"	709	12763536	5.55	4.63
	"Pennsylvania"	"42"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	2114	12773801	16.55	17.06
	"Pennsylvania"	"42"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	225	12773801	1.76	1.66
	"Pennsylvania"	"42"	"2013"	"2013"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	12773801	Suppressed	Suppressed
	"Pennsylvania"	"42"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	83	12773801	0.65	0.64
	"Pennsylvania"	"42"	"2013"	"2013"	"All other drug-induced causes"	"D9"	99	12773801	0.78	0.69
	"Pennsylvania"	"42"	"2013"	"2013"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	56	12773801	0.44	0.42
	"Pennsylvania"	"42"	"2013"	"2013"	"All other alcohol-induced causes"	"A9"	734	12773801	5.75	4.78
	"Pennsylvania"	"42"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	2424	12787209	18.96	19.56
	"Pennsylvania"	"42"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	224	12787209	1.75	1.67
	"Pennsylvania"	"42"	"2014"	"2014"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	12787209	Suppressed	Suppressed
	"Pennsylvania"	"42"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	79	12787209	0.62	0.61
	"Pennsylvania"	"42"	"2014"	"2014"	"All other drug-induced causes"	"D9"	97	12787209	0.76	0.66
	"Pennsylvania"	"42"	"2014"	"2014"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	74	12787209	0.58	0.56
	"Pennsylvania"	"42"	"2014"	"2014"	"All other alcohol-induced causes"	"A9"	759	12787209	5.94	4.94
	"Pennsylvania"	"42"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	2951	12802503	23.05	24.03
	"Pennsylvania"	"42"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	227	12802503	1.77	1.62
	"Pennsylvania"	"42"	"2015"	"2015"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	12802503	Suppressed	Suppressed
	"Pennsylvania"	"42"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	82	12802503	0.64	0.68
	"Pennsylvania"	"42"	"2015"	"2015"	"All other drug-induced causes"	"D9"	112	12802503	0.87	0.79
	"Pennsylvania"	"42"	"2015"	"2015"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	60	12802503	0.47	0.45
	"Pennsylvania"	"42"	"2015"	"2015"	"All other alcohol-induced causes"	"A9"	819	12802503	6.40	5.18
	"Pennsylvania"	"42"	"2016"	"2016"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	4245	12784227	33.20	34.93
	"Pennsylvania"	"42"	"2016"	"2016"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	262	12784227	2.05	1.95
	"Pennsylvania"	"42"	"2016"	"2016"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	18	12784227	Unreliable	Unreliable
	"Pennsylvania"	"42"	"2016"	"2016"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	102	12784227	0.80	0.81
	"Pennsylvania"	"42"	"2016"	"2016"	"All other drug-induced causes"	"D9"	135	12784227	1.06	0.93
	"Pennsylvania"	"42"	"2016"	"2016"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	51	12784227	0.40	0.40
	"Pennsylvania"	"42"	"2016"	"2016"	"All other alcohol-induced causes"	"A9"	884	12784227	6.91	5.70
	"Pennsylvania"	"42"	"2017"	"2017"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	5009	12805537	39.12	41.42
	"Pennsylvania"	"42"	"2017"	"2017"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	245	12805537	1.91	1.79
	"Pennsylvania"	"42"	"2017"	"2017"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	28	12805537	0.22	0.24
	"Pennsylvania"	"42"	"2017"	"2017"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	106	12805537	0.83	0.84
	"Pennsylvania"	"42"	"2017"	"2017"	"All other drug-induced causes"	"D9"	107	12805537	0.84	0.74
	"Pennsylvania"	"42"	"2017"	"2017"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	58	12805537	0.45	0.44
	"Pennsylvania"	"42"	"2017"	"2017"	"All other alcohol-induced causes"	"A9"	872	12805537	6.81	5.51
	"Rhode Island"	"44"	"1999"	"1999"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	Suppressed	1040402	Suppressed	Suppressed
	"Rhode Island"	"44"	"1999"	"1999"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	13	1040402	Unreliable	Unreliable
	"Rhode Island"	"44"	"1999"	"1999"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	1040402	Suppressed	Suppressed
	"Rhode Island"	"44"	"1999"	"1999"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	41	1040402	3.94	3.86
	"Rhode Island"	"44"	"1999"	"1999"	"All other drug-induced causes"	"D9"	Suppressed	1040402	Suppressed	Suppressed
	"Rhode Island"	"44"	"1999"	"1999"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	1040402	Suppressed	Suppressed
	"Rhode Island"	"44"	"1999"	"1999"	"All other alcohol-induced causes"	"A9"	70	1040402	6.73	6.59
	"Rhode Island"	"44"	"2000"	"2000"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	Suppressed	1048319	Suppressed	Suppressed
	"Rhode Island"	"44"	"2000"	"2000"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	Suppressed	1048319	Suppressed	Suppressed
	"Rhode Island"	"44"	"2000"	"2000"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	1048319	Suppressed	Suppressed
	"Rhode Island"	"44"	"2000"	"2000"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	61	1048319	5.82	5.74
	"Rhode Island"	"44"	"2000"	"2000"	"All other drug-induced causes"	"D9"	Suppressed	1048319	Suppressed	Suppressed
	"Rhode Island"	"44"	"2000"	"2000"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	1048319	Suppressed	Suppressed
	"Rhode Island"	"44"	"2000"	"2000"	"All other alcohol-induced causes"	"A9"	77	1048319	7.35	7.16
	"Rhode Island"	"44"	"2001"	"2001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	1057142	Unreliable	Unreliable
	"Rhode Island"	"44"	"2001"	"2001"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	13	1057142	Unreliable	Unreliable
	"Rhode Island"	"44"	"2001"	"2001"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	1057142	Suppressed	Suppressed
	"Rhode Island"	"44"	"2001"	"2001"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	86	1057142	8.14	8.05
	"Rhode Island"	"44"	"2001"	"2001"	"All other drug-induced causes"	"D9"	Suppressed	1057142	Suppressed	Suppressed
	"Rhode Island"	"44"	"2001"	"2001"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	1057142	Suppressed	Suppressed
	"Rhode Island"	"44"	"2001"	"2001"	"All other alcohol-induced causes"	"A9"	61	1057142	5.77	5.55
	"Rhode Island"	"44"	"2002"	"2002"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	Suppressed	1065995	Suppressed	Suppressed
	"Rhode Island"	"44"	"2002"	"2002"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	10	1065995	Unreliable	Unreliable
	"Rhode Island"	"44"	"2002"	"2002"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	1065995	Suppressed	Suppressed
	"Rhode Island"	"44"	"2002"	"2002"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	83	1065995	7.79	7.86
	"Rhode Island"	"44"	"2002"	"2002"	"All other drug-induced causes"	"D9"	13	1065995	Unreliable	Unreliable
	"Rhode Island"	"44"	"2002"	"2002"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	1065995	Suppressed	Suppressed
	"Rhode Island"	"44"	"2002"	"2002"	"All other alcohol-induced causes"	"A9"	74	1065995	6.94	6.69
	"Rhode Island"	"44"	"2003"	"2003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	1071342	Unreliable	Unreliable
	"Rhode Island"	"44"	"2003"	"2003"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	16	1071342	Unreliable	Unreliable
	"Rhode Island"	"44"	"2003"	"2003"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	1071342	Suppressed	Suppressed
	"Rhode Island"	"44"	"2003"	"2003"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	118	1071342	11.01	11.11
	"Rhode Island"	"44"	"2003"	"2003"	"All other drug-induced causes"	"D9"	11	1071342	Unreliable	Unreliable
	"Rhode Island"	"44"	"2003"	"2003"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	1071342	Suppressed	Suppressed
	"Rhode Island"	"44"	"2003"	"2003"	"All other alcohol-induced causes"	"A9"	65	1071342	6.07	5.77
	"Rhode Island"	"44"	"2004"	"2004"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	Suppressed	1074579	Suppressed	Suppressed
	"Rhode Island"	"44"	"2004"	"2004"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	13	1074579	Unreliable	Unreliable
	"Rhode Island"	"44"	"2004"	"2004"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	1074579	Suppressed	Suppressed
	"Rhode Island"	"44"	"2004"	"2004"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	91	1074579	8.47	8.44
	"Rhode Island"	"44"	"2004"	"2004"	"All other drug-induced causes"	"D9"	Suppressed	1074579	Suppressed	Suppressed
	"Rhode Island"	"44"	"2004"	"2004"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	1074579	Suppressed	Suppressed
	"Rhode Island"	"44"	"2004"	"2004"	"All other alcohol-induced causes"	"A9"	83	1074579	7.72	7.25
	"Rhode Island"	"44"	"2005"	"2005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	31	1067916	2.90	2.82
	"Rhode Island"	"44"	"2005"	"2005"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	17	1067916	Unreliable	Unreliable
	"Rhode Island"	"44"	"2005"	"2005"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	1067916	Suppressed	Suppressed
	"Rhode Island"	"44"	"2005"	"2005"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	108	1067916	10.11	10.00
	"Rhode Island"	"44"	"2005"	"2005"	"All other drug-induced causes"	"D9"	Suppressed	1067916	Suppressed	Suppressed
	"Rhode Island"	"44"	"2005"	"2005"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	1067916	Suppressed	Suppressed
	"Rhode Island"	"44"	"2005"	"2005"	"All other alcohol-induced causes"	"A9"	55	1067916	5.15	4.78
	"Rhode Island"	"44"	"2006"	"2006"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	135	1063096	12.70	12.62
	"Rhode Island"	"44"	"2006"	"2006"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	12	1063096	Unreliable	Unreliable
	"Rhode Island"	"44"	"2006"	"2006"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	1063096	Suppressed	Suppressed
	"Rhode Island"	"44"	"2006"	"2006"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	28	1063096	2.63	2.67
	"Rhode Island"	"44"	"2006"	"2006"	"All other drug-induced causes"	"D9"	Suppressed	1063096	Suppressed	Suppressed
	"Rhode Island"	"44"	"2006"	"2006"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	1063096	Suppressed	Suppressed
	"Rhode Island"	"44"	"2006"	"2006"	"All other alcohol-induced causes"	"A9"	94	1063096	8.84	8.00
	"Rhode Island"	"44"	"2007"	"2007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	114	1057315	10.78	10.52
	"Rhode Island"	"44"	"2007"	"2007"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	14	1057315	Unreliable	Unreliable
	"Rhode Island"	"44"	"2007"	"2007"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	1057315	Suppressed	Suppressed
	"Rhode Island"	"44"	"2007"	"2007"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	Suppressed	1057315	Suppressed	Suppressed
	"Rhode Island"	"44"	"2007"	"2007"	"All other drug-induced causes"	"D9"	Suppressed	1057315	Suppressed	Suppressed
	"Rhode Island"	"44"	"2007"	"2007"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	11	1057315	Unreliable	Unreliable
	"Rhode Island"	"44"	"2007"	"2007"	"All other alcohol-induced causes"	"A9"	82	1057315	7.76	6.92
	"Rhode Island"	"44"	"2008"	"2008"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	149	1055003	14.12	14.05
	"Rhode Island"	"44"	"2008"	"2008"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	30	1055003	2.84	2.73
	"Rhode Island"	"44"	"2008"	"2008"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	1055003	Suppressed	Suppressed
	"Rhode Island"	"44"	"2008"	"2008"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	Suppressed	1055003	Suppressed	Suppressed
	"Rhode Island"	"44"	"2008"	"2008"	"All other drug-induced causes"	"D9"	Suppressed	1055003	Suppressed	Suppressed
	"Rhode Island"	"44"	"2008"	"2008"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	19	1055003	Unreliable	Unreliable
	"Rhode Island"	"44"	"2008"	"2008"	"All other alcohol-induced causes"	"A9"	67	1055003	6.35	5.64
	"Rhode Island"	"44"	"2009"	"2009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	138	1053646	13.10	12.87
	"Rhode Island"	"44"	"2009"	"2009"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	21	1053646	1.99	1.67
	"Rhode Island"	"44"	"2009"	"2009"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	1053646	Suppressed	Suppressed
	"Rhode Island"	"44"	"2009"	"2009"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	Suppressed	1053646	Suppressed	Suppressed
	"Rhode Island"	"44"	"2009"	"2009"	"All other drug-induced causes"	"D9"	Suppressed	1053646	Suppressed	Suppressed
	"Rhode Island"	"44"	"2009"	"2009"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	12	1053646	Unreliable	Unreliable
	"Rhode Island"	"44"	"2009"	"2009"	"All other alcohol-induced causes"	"A9"	77	1053646	7.31	6.33
	"Rhode Island"	"44"	"2010"	"2010"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	144	1052567	13.68	13.35
	"Rhode Island"	"44"	"2010"	"2010"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	20	1052567	1.90	1.84
	"Rhode Island"	"44"	"2010"	"2010"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	1052567	Suppressed	Suppressed
	"Rhode Island"	"44"	"2010"	"2010"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	Suppressed	1052567	Suppressed	Suppressed
	"Rhode Island"	"44"	"2010"	"2010"	"All other drug-induced causes"	"D9"	Suppressed	1052567	Suppressed	Suppressed
	"Rhode Island"	"44"	"2010"	"2010"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	17	1052567	Unreliable	Unreliable
	"Rhode Island"	"44"	"2010"	"2010"	"All other alcohol-induced causes"	"A9"	85	1052567	8.08	6.72
	"Rhode Island"	"44"	"2011"	"2011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	166	1051302	15.79	15.52
	"Rhode Island"	"44"	"2011"	"2011"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	16	1051302	Unreliable	Unreliable
	"Rhode Island"	"44"	"2011"	"2011"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	1051302	Suppressed	Suppressed
	"Rhode Island"	"44"	"2011"	"2011"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	Suppressed	1051302	Suppressed	Suppressed
	"Rhode Island"	"44"	"2011"	"2011"	"All other drug-induced causes"	"D9"	Suppressed	1051302	Suppressed	Suppressed
	"Rhode Island"	"44"	"2011"	"2011"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	24	1051302	2.28	1.98
	"Rhode Island"	"44"	"2011"	"2011"	"All other alcohol-induced causes"	"A9"	106	1051302	10.08	8.49
	"Rhode Island"	"44"	"2012"	"2012"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	180	1050292	17.14	16.79
	"Rhode Island"	"44"	"2012"	"2012"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	15	1050292	Unreliable	Unreliable
	"Rhode Island"	"44"	"2012"	"2012"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	1050292	Suppressed	Suppressed
	"Rhode Island"	"44"	"2012"	"2012"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	Suppressed	1050292	Suppressed	Suppressed
	"Rhode Island"	"44"	"2012"	"2012"	"All other drug-induced causes"	"D9"	Suppressed	1050292	Suppressed	Suppressed
	"Rhode Island"	"44"	"2012"	"2012"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	21	1050292	2.00	1.86
	"Rhode Island"	"44"	"2012"	"2012"	"All other alcohol-induced causes"	"A9"	114	1050292	10.85	9.18
	"Rhode Island"	"44"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	211	1051511	20.07	19.94
	"Rhode Island"	"44"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	25	1051511	2.38	1.99
	"Rhode Island"	"44"	"2013"	"2013"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	1051511	Suppressed	Suppressed
	"Rhode Island"	"44"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	Suppressed	1051511	Suppressed	Suppressed
	"Rhode Island"	"44"	"2013"	"2013"	"All other drug-induced causes"	"D9"	11	1051511	Unreliable	Unreliable
	"Rhode Island"	"44"	"2013"	"2013"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	11	1051511	Unreliable	Unreliable
	"Rhode Island"	"44"	"2013"	"2013"	"All other alcohol-induced causes"	"A9"	109	1051511	10.37	9.04
	"Rhode Island"	"44"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	223	1055173	21.13	21.29
	"Rhode Island"	"44"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	18	1055173	Unreliable	Unreliable
	"Rhode Island"	"44"	"2014"	"2014"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	1055173	Suppressed	Suppressed
	"Rhode Island"	"44"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	Suppressed	1055173	Suppressed	Suppressed
	"Rhode Island"	"44"	"2014"	"2014"	"All other drug-induced causes"	"D9"	Suppressed	1055173	Suppressed	Suppressed
	"Rhode Island"	"44"	"2014"	"2014"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	26	1055173	2.46	2.15
	"Rhode Island"	"44"	"2014"	"2014"	"All other alcohol-induced causes"	"A9"	107	1055173	10.14	8.60
	"Rhode Island"	"44"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	281	1056298	26.60	25.73
